Date,School,Opponent
2/27/2016,St. Francis (NY),Mount St. Mary's
2/27/2016,Stanford,UCLA
2/27/2016,Stephen F. Austin,Houston Baptist
2/27/2016,Stony Brook,Vermont
2/27/2016,Syracuse,North Carolina State
2/27/2016,Temple,Central Florida
2/27/2016,Tennessee,Arkansas
2/27/2016,Tennessee Tech,Eastern Kentucky
2/27/2016,Texas,Oklahoma
2/27/2016,Texas Christian,Baylor
2/27/2016,Texas Southern,Alabama A&M
2/27/2016,Toledo,Central Michigan
2/27/2016,Troy,Louisiana-Monroe
2/27/2016,Utah,Arizona
2/27/2016,Utah State,San Jose State
2/27/2016,Vanderbilt,Kentucky
2/27/2016,Virginia,North Carolina
2/27/2016,Virginia Military Institute,Citadel
2/27/2016,Wagner,Robert Morris
2/27/2016,Weber State,Montana
2/27/2016,Western Carolina,Furman
2/27/2016,Western Illinois,South Dakota
2/27/2016,Wichita State,Illinois State
2/27/2016,Yale,Dartmouth
2/27/2016,Youngstown State,Northern Kentucky
2/28/2016,University of California,Southern California
2/28/2016,Chicago State,Texas-Rio Grande Valley
2/28/2016,Colorado,Arizona State
2/28/2016,Connecticut,Houston
2/28/2016,Creighton,St. John's (NY)
2/28/2016,Green Bay,Valparaiso
2/28/2016,Illinois,Minnesota
2/28/2016,Iona,Canisius
2/28/2016,Memphis,Tulsa
2/28/2016,Michigan State,Penn State
2/28/2016,Milwaukee,Illinois-Chicago
2/28/2016,Monmouth,Niagara
2/28/2016,Nevada,Colorado State
2/28/2016,North Carolina-Greensboro,Mercer
2/28/2016,Ohio State,Iowa
2/28/2016,Oregon,Washington
2/28/2016,Oregon State,Washington State
2/28/2016,Pittsburgh,Duke
2/28/2016,Rider,Manhattan
2/28/2016,Saint Joseph's,Saint Louis
2/28/2016,Seton Hall,Xavier
2/28/2016,Siena,Quinnipiac
2/28/2016,Southern Methodist,Tulane
2/28/2016,Tennessee State,Belmont
2/28/2016,Wake Forest,Virginia Tech
2/28/2016,Wisconsin,Michigan
2/29/2016,Bethune-Cookman,North Carolina A&T
2/29/2016,Central Arkansas,Sam Houston State
2/29/2016,Grambling,Mississippi Valley State
2/29/2016,Hampton,Delaware State
2/29/2016,Incarnate Word,Stephen F. Austin
2/29/2016,Iowa State,Oklahoma State
2/29/2016,Jackson State,Arkansas-Pine Bluff
2/29/2016,Lamar,McNeese State
2/29/2016,Nicholls State,New Orleans
2/29/2016,Norfolk State,Howard
2/29/2016,North Carolina,Syracuse
2/29/2016,North Carolina Central,Savannah State
2/29/2016,Prairie View,Alabama A&M
2/29/2016,Southeastern Louisiana,Northwestern State
2/29/2016,Texas,Kansas
2/29/2016,Texas Southern,Alabama State
2/29/2016,Virginia Military Institute,Chattanooga
3/1/2016,Air Force,Utah State
3/1/2016,Akron,Ohio
3/1/2016,Arkansas-Little Rock,Arkansas State
3/1/2016,Auburn,Texas A&M
3/1/2016,Ball State,Central Michigan
3/1/2016,Buffalo,Miami (OH)
3/1/2016,Clemson,Virginia
3/1/2016,Duke,Wake Forest
3/1/2016,Eastern Michigan,Northern Illinois
3/1/2016,Florida,Kentucky
3/1/2016,Florida Gulf Coast,Kennesaw State
3/1/2016,George Washington,George Mason
3/1/2016,Iowa,Indiana
3/1/2016,Jacksonville,Lipscomb
3/1/2016,Kent State,Bowling Green State
3/1/2016,Louisiana State,Missouri
3/1/2016,Louisville,Georgia Tech
3/1/2016,Loyola (MD),Holy Cross
3/1/2016,Marquette,Georgetown
3/1/2016,Navy,Lafayette
3/1/2016,Nebraska,Purdue
3/1/2016,New Mexico,San Diego State
3/1/2016,NJIT,Stetson
3/1/2016,North Florida,South Carolina Upstate
3/1/2016,Oklahoma,Baylor
3/1/2016,Richmond,Dayton
3/1/2016,Saint Mary's (CA),Grand Canyon
3/1/2016,Texas-Arlington,Texas State
3/1/2016,Vanderbilt,Tennessee
3/1/2016,Villanova,DePaul
3/1/2016,Western Michigan,Toledo
3/2/2016,Alabama,Arkansas
3/2/2016,Albany (NY),Hartford
3/2/2016,Boise State,Nevada
3/2/2016,Butler,Seton Hall
3/2/2016,Cal State Fullerton,Long Beach State
3/2/2016,Central Florida,Tulane
3/2/2016,Duquesne,Fordham
3/2/2016,Fairleigh Dickinson,Saint Francis (PA)
3/2/2016,Fresno State,Colorado State
3/2/2016,Kansas State,Texas Christian
3/2/2016,La Salle,Saint Louis
3/2/2016,Minnesota,Wisconsin
3/2/2016,Mississippi,Mississippi State
3/2/2016,New Hampshire,Binghamton
3/2/2016,North Carolina State,Boston College
3/2/2016,Notre Dame,Miami (FL)
3/2/2016,Providence,Creighton
3/2/2016,Rutgers,Michigan State
3/2/2016,Sacred Heart,Long Island University
3/2/2016,South Florida,East Carolina
3/2/2016,Southern California,Oregon State
3/2/2016,St. Bonaventure,Saint Joseph's
3/2/2016,St. Francis (NY),Mount St. Mary's
3/2/2016,Stony Brook,Maryland-Baltimore County
3/2/2016,UCLA,Oregon
3/2/2016,Vermont,Maine
3/2/2016,Virginia Commonwealth,Davidson
3/2/2016,Virginia Tech,Pittsburgh
3/2/2016,Wagner,Robert Morris
3/2/2016,Washington,Washington State
3/2/2016,West Virginia,Texas Tech
3/2/2016,Wyoming,San Jose State
3/2/2016,Murray State,Eastern Illinois
3/2/2016,Austin Peay,Tennessee Tech
3/3/2016,Abilene Christian,Incarnate Word
3/3/2016,Alabama A&M,Grambling
3/3/2016,Alabama State,Jackson State
3/3/2016,Alcorn State,Prairie View
3/3/2016,Appalachian State,Arkansas-Little Rock
3/3/2016,Arizona,University of California
3/3/2016,Arizona State,Stanford
3/3/2016,Army,Colgate
3/3/2016,Boston University,American
3/3/2016,Bucknell,Holy Cross
3/3/2016,UC-Davis,Hawaii
3/3/2016,UC-Irvine,Cal Poly
3/3/2016,UC-Santa Barbara,UC-Riverside
3/3/2016,Central Arkansas,Nicholls State
3/3/2016,Delaware State,Coppin State
3/3/2016,Eastern Washington,Idaho State
3/3/2016,Florida Atlantic,Middle Tennessee
3/3/2016,Florida International,Alabama-Birmingham
3/3/2016,Houston,Cincinnati
3/3/2016,Houston Baptist,Texas A&M-Corpus Christi
3/3/2016,Idaho,Weber State
3/3/2016,Lehigh,Navy
3/3/2016,Lipscomb,Stetson
3/3/2016,Louisiana-Lafayette,Georgia State
3/3/2016,Louisiana-Monroe,Georgia Southern
3/3/2016,Marshall,Louisiana Tech
3/3/2016,Maryland,Illinois
3/3/2016,Montana,North Dakota
3/3/2016,Montana State,Northern Colorado
3/3/2016,Morgan State,Maryland-Eastern Shore
3/3/2016,New Orleans,Southeastern Louisiana
3/3/2016,Norfolk State,Hampton
3/3/2016,North Carolina A&T,North Carolina Central
3/3/2016,North Florida,Florida Gulf Coast
3/3/2016,North Texas,Old Dominion
3/3/2016,Northwestern State,Stephen F. Austin
3/3/2016,Penn State,Northwestern
3/3/2016,Portland State,Northern Arizona
3/3/2016,Rhode Island,Massachusetts
3/3/2016,Rice,Charlotte
3/3/2016,Sacramento State,Southern Utah
3/3/2016,Sam Houston State,Lamar
3/3/2016,Savannah State,Florida A&M
3/3/2016,South Carolina,Georgia
3/3/2016,South Carolina State,Bethune-Cookman
3/3/2016,Southern,Texas Southern
3/3/2016,Southern Methodist,Connecticut
3/3/2016,Temple,Memphis
3/3/2016,Texas-Arlington,South Alabama
3/3/2016,Texas State,Troy
3/3/2016,Western Kentucky,Southern Mississippi
3/3/2016,Canisius,Niagara
3/3/2016,Gardner-Webb,Campbell
3/3/2016,Longwood,Charleston Southern
3/3/2016,Loyola (IL),Bradley
3/3/2016,Manhattan,Marist
3/3/2016,Missouri State,Drake
3/3/2016,Morehead State,Murray State
3/3/2016,Presbyterian,Radford
3/3/2016,Rider,Quinnipiac
3/3/2016,Austin Peay,Tennessee State
3/4/2016,Akron,Kent State
3/4/2016,Bowling Green State,Buffalo
3/4/2016,Central Michigan,Western Michigan
3/4/2016,Columbia,Brown
3/4/2016,Cornell,Yale
3/4/2016,Dartmouth,Pennsylvania
3/4/2016,Harvard,Princeton
3/4/2016,Miami (OH),Ohio
3/4/2016,Northern Illinois,Ball State
3/4/2016,Oklahoma State,Texas
3/4/2016,Toledo,Eastern Michigan
3/4/2016,Austin Peay,Belmont
3/4/2016,Gardner-Webb,Coastal Carolina
3/4/2016,College of Charleston,Delaware
3/4/2016,Drexel,Elon
3/4/2016,Evansville,Missouri State
3/4/2016,High Point,Longwood
3/4/2016,Indiana State,Illinois State
3/4/2016,Iona,Canisius
3/4/2016,Loyola Marymount,San Diego
3/4/2016,Mercer,Citadel
3/4/2016,Monmouth,Rider
3/4/2016,North Carolina-Asheville,Liberty
3/4/2016,Northern Iowa,Southern Illinois
3/4/2016,Samford,Virginia Military Institute
3/4/2016,Tennessee-Martin,Morehead State
3/4/2016,Wichita State,Loyola (IL)
3/4/2016,Winthrop,Presbyterian
3/5/2016,Abilene Christian,Texas A&M-Corpus Christi
3/5/2016,Alabama A&M,Jackson State
3/5/2016,Alabama State,Grambling
3/5/2016,Alcorn State,Texas Southern
3/5/2016,Appalachian State,Arkansas State
3/5/2016,Arizona,Stanford
3/5/2016,Arizona State,University of California
3/5/2016,Arkansas,South Carolina
3/5/2016,Arkansas-Pine Bluff,Mississippi Valley State
3/5/2016,Baylor,West Virginia
3/5/2016,Boston College,Clemson
3/5/2016,Butler,Marquette
3/5/2016,Cal State Bakersfield,Seattle
3/5/2016,Cal State Northridge,UC-Davis
3/5/2016,UC-Riverside,UC-Irvine
3/5/2016,UC-Santa Barbara,Cal Poly
3/5/2016,Central Arkansas,McNeese State
3/5/2016,Chicago State,Missouri-Kansas City
3/5/2016,Colorado State,Air Force
3/5/2016,Columbia,Yale
3/5/2016,Cornell,Brown
3/5/2016,Dartmouth,Princeton
3/5/2016,Davidson,George Washington
3/5/2016,Dayton,Virginia Commonwealth
3/5/2016,DePaul,Seton Hall
3/5/2016,Duke,North Carolina
3/5/2016,Eastern Washington,Weber State
3/5/2016,Fairleigh Dickinson,Mount St. Mary's
3/5/2016,Florida Atlantic,Alabama-Birmingham
3/5/2016,Florida International,Middle Tennessee
3/5/2016,Florida State,Syracuse
3/5/2016,Fordham,Rhode Island
3/5/2016,George Mason,Richmond
3/5/2016,Georgia,Alabama
3/5/2016,Georgia Tech,Pittsburgh
3/5/2016,Harvard,Pennsylvania
3/5/2016,Idaho,Idaho State
3/5/2016,Incarnate Word,Houston Baptist
3/5/2016,Kansas,Iowa State
3/5/2016,Kentucky,Louisiana State
3/5/2016,Long Beach State,Hawaii
3/5/2016,Louisiana-Lafayette,Georgia Southern
3/5/2016,Louisiana-Monroe,Georgia State
3/5/2016,Marshall,Southern Mississippi
3/5/2016,Massachusetts,La Salle
3/5/2016,Michigan,Iowa
3/5/2016,Michigan State,Ohio State
3/5/2016,Mississippi State,Auburn
3/5/2016,Missouri,Florida
3/5/2016,Montana,Northern Colorado
3/5/2016,Montana State,North Dakota
3/5/2016,Nevada,New Mexico
3/5/2016,New Orleans,Northwestern State
3/5/2016,Nicholls State,Southeastern Louisiana
3/5/2016,North Texas,Charlotte
3/5/2016,Notre Dame,North Carolina State
3/5/2016,Portland State,Southern Utah
3/5/2016,Rice,Old Dominion
3/5/2016,Rutgers,Minnesota
3/5/2016,Sacramento State,Northern Arizona
3/5/2016,Saint Joseph's,Duquesne
3/5/2016,Saint Louis,St. Bonaventure
3/5/2016,Sam Houston State,Stephen F. Austin
3/5/2016,San Diego State,Nevada-Las Vegas
3/5/2016,San Jose State,Boise State
3/5/2016,Southern,Prairie View
3/5/2016,Southern California,Oregon
3/5/2016,St. John's (NY),Providence
3/5/2016,Tennessee,Mississippi
3/5/2016,Texas A&M,Vanderbilt
3/5/2016,Texas-Arlington,Troy
3/5/2016,Texas Christian,Oklahoma
3/5/2016,Texas-El Paso,Texas-San Antonio
3/5/2016,Texas-Rio Grande Valley,New Mexico State
3/5/2016,Texas State,South Alabama
3/5/2016,Texas Tech,Kansas State
3/5/2016,Tulsa,South Florida
3/5/2016,UCLA,Oregon State
3/5/2016,Utah,Colorado
3/5/2016,Utah State,Fresno State
3/5/2016,Utah Valley,Grand Canyon
3/5/2016,Villanova,Georgetown
3/5/2016,Virginia,Louisville
3/5/2016,Virginia Tech,Miami (FL)
3/5/2016,Wagner,Long Island University
3/5/2016,Western Kentucky,Louisiana Tech
3/5/2016,Xavier,Creighton
3/5/2016,Brigham Young,Santa Clara
3/5/2016,Chattanooga,Samford
3/5/2016,Detroit Mercy,Youngstown State
3/5/2016,East Tennessee State,Mercer
3/5/2016,Evansville,Indiana State
3/5/2016,Furman,North Carolina-Greensboro
3/5/2016,Gonzaga,Portland
3/5/2016,Green Bay,Cleveland State
3/5/2016,North Carolina-Asheville,High Point
3/5/2016,Hofstra,Drexel
3/5/2016,IPFW,South Dakota
3/5/2016,William & Mary,James Madison
3/5/2016,Milwaukee,Northern Kentucky
3/5/2016,North Carolina-Wilmington,College of Charleston
3/5/2016,Pepperdine,San Francisco
3/5/2016,Saint Mary's (CA),Loyola Marymount
3/5/2016,Fairfield,Saint Peter's
3/5/2016,Siena,Manhattan
3/5/2016,South Dakota State,Oral Roberts
3/5/2016,Austin Peay,Tennessee-Martin
3/5/2016,Northeastern,Towson
3/5/2016,Northern Iowa,Wichita State
3/5/2016,Winthrop,Gardner-Webb
3/5/2016,Western Carolina,Wofford
3/5/2016,Wright State,Illinois-Chicago
3/6/2016,Army,Holy Cross
3/6/2016,Cincinnati,Southern Methodist
3/6/2016,Connecticut,Central Florida
3/6/2016,East Carolina,Memphis
3/6/2016,Florida Gulf Coast,Stetson
3/6/2016,Indiana,Maryland
3/6/2016,Lehigh,American
3/6/2016,Northwestern,Nebraska
3/6/2016,Penn State,Illinois
3/6/2016,Purdue,Wisconsin
3/6/2016,Tulane,Temple
3/6/2016,Chattanooga,Western Carolina
3/6/2016,East Tennessee State,Furman
3/6/2016,Northern Iowa,Evansville
3/6/2016,Green Bay,Milwaukee
3/6/2016,Hofstra,William & Mary
3/6/2016,Iona,Siena
3/6/2016,North Dakota State,IUPUI
3/6/2016,Monmouth,Fairfield
3/6/2016,Denver,Nebraska-Omaha
3/6/2016,North Carolina-Wilmington,Northeastern
3/6/2016,North Carolina-Asheville,Winthrop
3/6/2016,Wright State,Detroit Mercy
3/7/2016,Ball State,Miami (OH)
3/7/2016,Eastern Michigan,Toledo
3/7/2016,Kent State,Bowling Green State
3/7/2016,Northern Illinois,Western Michigan
3/7/2016,Stony Brook,Hartford
3/7/2016,Vermont,New Hampshire
3/7/2016,Chattanooga,East Tennessee State
3/7/2016,Gonzaga,Brigham Young
3/7/2016,North Carolina-Wilmington,Hofstra
3/7/2016,North Dakota State,IPFW
3/7/2016,Iona,Monmouth
3/7/2016,Coppin State,North Carolina A&T
3/7/2016,Wright State,Oakland
3/7/2016,Saint Mary's (CA),Pepperdine
3/7/2016,Savannah State,Delaware State
3/7/2016,South Dakota State,Denver
3/7/2016,Green Bay,Valparaiso
3/8/2016,Princeton,Pennsylvania
3/8/2016,Wagner,Fairleigh Dickinson
3/8/2016,Alabama A&M,Arkansas-Pine Bluff
3/8/2016,Eastern Washington,Northern Arizona
3/8/2016,Florida Atlantic,Texas-San Antonio
3/8/2016,Florida State,Boston College
3/8/2016,Morgan State,Maryland-Eastern Shore
3/8/2016,Mississippi Valley State,Grambling
3/8/2016,Sacramento State,Montana State
3/8/2016,North Carolina Central,Howard
3/8/2016,North Carolina State,Wake Forest
3/8/2016,North Dakota,Southern Utah
3/8/2016,Portland State,Northern Colorado
3/8/2016,Gonzaga,Saint Mary's (CA)
3/8/2016,South Dakota State,North Dakota State
3/8/2016,Green Bay,Wright State
3/9/2016,Nevada-Las Vegas,Air Force
3/9/2016,Mississippi Valley State,Alcorn State
3/9/2016,Charlotte,Rice
3/9/2016,Georgia Tech,Clemson
3/9/2016,Colorado,Washington State
3/9/2016,Colorado State,San Jose State
3/9/2016,Duke,North Carolina State
3/9/2016,La Salle,Duquesne
3/9/2016,Saint Louis,George Mason
3/9/2016,Georgetown,DePaul
3/9/2016,Hampton,Morgan State
3/9/2016,Illinois,Minnesota
3/9/2016,Kansas State,Oklahoma State
3/9/2016,Holy Cross,Lehigh
3/9/2016,Marquette,St. John's (NY)
3/9/2016,Nicholls State,McNeese State
3/9/2016,Nebraska,Rutgers
3/9/2016,Norfolk State,North Carolina Central
3/9/2016,Old Dominion,Florida Atlantic
3/9/2016,Oregon State,Arizona State
3/9/2016,Pittsburgh,Syracuse
3/9/2016,Southeastern Louisiana,New Orleans
3/9/2016,Southern California,UCLA
3/9/2016,Tennessee,Auburn
3/9/2016,Texas-El Paso,Florida International
3/9/2016,Texas Southern,Alabama A&M
3/9/2016,Texas Christian,Texas Tech
3/9/2016,Virginia Tech,Florida State
3/9/2016,Washington,Stanford
3/9/2016,Western Kentucky,North Texas
3/9/2016,Utah State,Wyoming
3/10/2016,Akron,Eastern Michigan
3/10/2016,Western Kentucky,Alabama-Birmingham
3/10/2016,Arizona,Colorado
3/10/2016,Savannah State,Bethune-Cookman
3/10/2016,Colorado State,Boise State
3/10/2016,Buffalo,Miami (OH)
3/10/2016,Cal State Bakersfield,Chicago State
3/10/2016,University of California,Oregon State
3/10/2016,UC-Irvine,Cal Poly
3/10/2016,UC-Santa Barbara,UC-Davis
3/10/2016,Tulane,Central Florida
3/10/2016,Bowling Green State,Central Michigan
3/10/2016,Davidson,La Salle
3/10/2016,South Florida,East Carolina
3/10/2016,Florida,Arkansas
3/10/2016,Richmond,Fordham
3/10/2016,Fresno State,Nevada-Las Vegas
3/10/2016,George Washington,Saint Louis
3/10/2016,Georgia,Mississippi State
3/10/2016,South Alabama,Georgia Southern
3/10/2016,Texas State,Georgia State
3/10/2016,Hawaii,Cal State Fullerton
3/10/2016,Houston Baptist,Southeastern Louisiana
3/10/2016,Idaho,Eastern Washington
3/10/2016,North Dakota,Idaho State
3/10/2016,Illinois,Iowa
3/10/2016,Jackson State,Prairie View
